jurisdiction,level,domain,vendor,amount,date,dataset
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,3280.0,2017,2017 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES,14875.0,2017,2017 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,2506.84,2017,2017 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES CO,607.5,2004,2004 State Expenditures
Colorado,state,data.colorado.gov,MSA SAFETY SALES LLC,7500.0,2025-08-06T00:00:00.000,City of Denver Checkbook
Colorado,state,data.colorado.gov,MSA SAFETY SALES LLC,7500.0,2025-08-06T00:00:00.000,City of Denver Checkbook
Colorado,state,data.colorado.gov,MSA SAFETY SALES LLC,7500.0,2025-08-22T00:00:00.000,City of Denver Checkbook
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,305.88,2011,2011 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,4000.0,2010,2010 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,468.0,2010,2010 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES CO,95.0,2001,2001 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES CO,95.0,2001,2001 State Expenditures
Missouri,state,data.mo.gov,MINE SAFETY APPLIANCES COMPANY,625.0,2012,2012 State Expenditures
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2100.0,2016-08-22T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,866.0,2016-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,25.0,2016-08-22T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,30.0,2016-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,920.0,2016-06-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.0,2016-06-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,3150.0,2016-05-27T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1530.0,2016-05-27T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1299.0,2016-05-27T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,50.0,2016-05-27T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,7260.0,2016-04-18T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2100.0,2016-04-18T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2100.0,2016-04-22T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1920.0,2016-04-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,47.91,2016-04-18T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,21.35,2016-04-18T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,60.09,2016-04-22T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.66,2016-04-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1020.0,2016-03-09T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,198.37,2016-03-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,187.5,2016-03-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,16.07,2016-03-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,25.0,2016-03-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,10.0,2016-03-09T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2050.0,2016-02-09T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,866.0,2016-02-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.0,2016-02-09T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,10.0,2016-02-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,125.0,2015-10-19T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,58.02,2015-10-19T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,50.0,2015-10-19T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,257.0,2015-01-09T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,74979.0,2014-09-24T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,24727.5,2014-09-24T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,11140.0,2014-09-22T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,6871.0,2014-07-03T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,50.0,2014-07-03T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,16986.0,2014-06-11T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,16110.0,2014-03-05T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,250.0,2014-03-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,100.0,2014-03-05T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,35.0,2014-03-26T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,10740.0,2013-12-16T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2620.0,2013-12-16T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2485.0,2013-12-16T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,290.0,2013-12-16T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1910.0,2013-11-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1105.0,2013-11-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1105.0,2013-11-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,27.29,2013-11-01T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,418.0,2013-02-12T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,15.0,2013-02-12T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2300.0,2012-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,2130.0,2012-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,1900.0,2012-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,760.0,2012-08-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,18.75,2012-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,14.25,2012-08-29T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.0,2012-08-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,760.0,2012-07-11T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.0,2012-07-11T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,25.0,2012-06-04T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,710.0,2011-11-23T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,14.0,2011-11-23T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,710.0,2011-10-14T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,376.0,2011-10-05T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,15.0,2011-10-14T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,10.0,2011-10-05T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,710.0,2011-09-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,355.0,2011-09-12T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,125.0,2011-09-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,55.0,2011-09-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,15.0,2011-09-15T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,15.0,2011-09-12T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,20.0,2011-09-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,355.0,2011-08-30T00:00:00.000,EcheckBook_Data_2012_To_2017
"Los Angeles, CA",city,controllerdata.lacity.org,MINE SAFETY APPLIANCES CO,15.0,2011-08-30T00:00:00.000,EcheckBook_Data_2012_To_2017
Connecticut,state,data.ct.gov,MSA SAFETY SALES LLC,1.0,2021-10-19T00:00:00.000,State of CT: Open Expenditures - Ledger Current
Connecticut,state,data.ct.gov,MSA SAFETY SALES LLC,1.0,2021-10-19T00:00:00.000,State of CT: Open Expenditures - Ledger Current
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,106.0,2014-03-31T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,392.2,2014-06-05T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,91.0,2014-06-10T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,106.0,2014-10-08T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,3567.4,2015-05-20T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MINE SAFETY APPLIANC,1586.11,2016-06-16T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MSA SAFETY INC      ,2374.23,2017-09-26T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MSA SAFETY SALES LLC,1578.53,2019-06-07T00:00:00.000,Checkbook
"Framingham, MA",city,data.framinghamma.gov,MSA SAFETY SALES LLC,7732.5,2019-06-30T00:00:00.000,Checkbook
New Jersey,state,data.nj.gov,"MSA SAFETY SALES, LLC",962.79,2021-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MSA SAFETY SALES LLC,596.13,2021-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCE COMPANY,202.56,2016-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCE COMPANY,202.56,2016-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1415.0,2015-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1815.0,2013-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1525.0,2013-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,2850.0,2013-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,8612.1,2012-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1350.12,2011-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,7390.0,2011-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,3762.0,2010-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1530.0,2009-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,952.0,2008-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,8373.0,2008-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1050.0,2007-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,3678.0,2007-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,829.8,2006-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,5122.5,2006-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,1743.6,2005-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,3972.99,2004-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,4377.6,2004-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,2446.4,2004-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,194.81,2003-06-30T00:00:00.000,YourMoney Agency Expenditures
New Jersey,state,data.nj.gov,MINE SAFETY APPLIANCES CO,17785.7,2003-06-30T00:00:00.000,YourMoney Agency Expenditures
janesville.data.socrata.com,local,janesville.data.socrata.com,MINE SAFETY APPLIANCES COMPANY,115.0,2012-10-05T00:00:00.000,Open Expenditures - Ledger Dataset
janesville.data.socrata.com,local,janesville.data.socrata.com,MINE SAFETY APPLIANCES COMPANY,775.0,2012-11-16T00:00:00.000,Open Expenditures - Ledger Dataset
janesville.data.socrata.com,local,janesville.data.socrata.com,MINE SAFETY APPLIANCES COMPANY,498.05,2013-05-24T00:00:00.000,Open Expenditures - Ledger Dataset
janesville.data.socrata.com,local,janesville.data.socrata.com,MINE SAFETY APPLIANCES COMPANY,2200.0,2015-05-15T00:00:00.000,Open Expenditures - Ledger Dataset
janesville.data.socrata.com,local,janesville.data.socrata.com,"MSA SAFETY SALES, LLC",391.68,2020-09-11T00:00:00.000,Open Expenditures - Ledger Dataset
janesville.data.socrata.com,local,janesville.data.socrata.com,"MSA SAFETY SALES, LLC",410.76,2020-09-11T00:00:00.000,Open Expenditures - Ledger Dataset
Connecticut,state,data.ct.gov,MSA SAFETY SALES LLC,83.5,2021-10-19T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
Connecticut,state,data.ct.gov,MSA SAFETY SALES LLC,83.5,2021-10-19T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
Connecticut,state,data.ct.gov,MINE SAFETY APPLIANCES CO,390.28,2013-04-04T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
Connecticut,state,data.ct.gov,MINE SAFETY APPLIANCES CO,1695.0,2016-10-06T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
Connecticut,state,data.ct.gov,MINE SAFETY APPLIANCES CO,3225.0,2016-10-06T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
Connecticut,state,data.ct.gov,MINE SAFETY APPLIANCES CO,2000.0,2013-01-04T00:00:00.000,State of CT: Open Expenditures - Ledger ---Deprecated
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-17T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-17T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-17T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-17T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-15T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-15T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-16T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2019-07-16T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-04-25T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-04-25T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-04-26T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-04-26T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-04-26T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-01-19T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-01-19T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2023-01-19T00:00:00.000,City Expenditures
"Mesa, AZ",city,citydata.mesaaz.gov,MSA Safety Sales LLC,3100.0,2022-07-01T00:00:00.000,City Expenditures
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,MINE SAFETY APPLIANCES COMPANY,115.0,2012-10-05T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,MINE SAFETY APPLIANCES COMPANY,775.0,2012-11-16T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,MINE SAFETY APPLIANCES COMPANY,498.05,2013-05-24T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,MINE SAFETY APPLIANCES COMPANY,2200.0,2015-05-15T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,"MSA SAFETY SALES, LLC",391.68,2020-09-11T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,"MSA SAFETY SALES, LLC",410.76,2020-09-11T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,"MSA SAFETY SALES, LLC",1468.17,2021-03-05T00:00:00.000,Open Expenditures - Ledger Dataset
performance.ci.janesville.wi.us,local,performance.ci.janesville.wi.us,"MSA SAFETY SALES, LLC",860.12,2021-05-14T00:00:00.000,Open Expenditures - Ledger Dataset
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,430220.0,2013-09-23T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,426909.0,2013-10-29T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,394311.0,2012-08-28T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,394162.0,2012-08-20T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,394162.0,2012-08-14T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,390269.0,2012-06-15T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,438004.0,2014-03-21T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,436150.0,2014-01-22T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
"Los Angeles, CA",city,controllerdata.lacity.org,Mine Safety Appliances Co,406008.0,2013-01-25T00:00:00.000,Invoices and Purchase Orders for City Goods and Supplies
Utah,state,opendata.utah.gov,MINE SAFETY APPLIANCES CO,31.61,02/21/2013 12:00:00 AM,Utah Transparency 2011 Open Expenditures DRAFT
Utah,state,opendata.utah.gov,MINE SAFETY APPLIANCES CO,3647.0,02/21/2013 12:00:00 AM,Utah Transparency 2011 Open Expenditures DRAFT
Utah,state,opendata.utah.gov,MINE SAFETY APPLIANCES CO,775.0,11/20/2012 12:00:00 AM,Utah Transparency 2011 Open Expenditures DRAFT
Utah,state,opendata.utah.gov,M S A/MINE SAFETY APPLIANCE CO,630.14,05/14/2012 12:00:00 AM,Utah Transparency 2011 Open Expenditures DRAFT
